"ID","Study_Group","Gender","CCT_Condition","CCT_Round_Tria_Num","CCT_Round_Block","CCT_Round_Time","CCT_Task_Type","CCT_Round_WinValue","CCT_Round_LossValue","CCT_Round_LossNum","CCT_AdvantageousLevel","CCT_NumCardChosen","CCT_Censored","CCT_Score","CCT_Timespent_Seconds","card1","card2","card3","card4","card5","card6","card7","card8","card9","card10","card11","card12","card13","card14","card15","card16","card17","card18","card19","card20","card21","card22","card23","card24","card25","card26","card27","card28","card29","card30","card31","card32"
3,"Health Adolescents","Male","H1-H2-C",22,3,"28/11/2013 19:47","Hot1",30,750,1,7,8,0,240,23,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Health Adolescents","Male","H1-H2-C",23,3,"28/11/2013 19:47","Hot1",10,250,3,3,7,7,-190,19,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Health Adolescents","Male","H1-H2-C",24,3,"28/11/2013 19:47","Hot1",30,250,3,5,10,0,300,23,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",1,1,"03/12/2013 19:45","Hot1",10,250,1,6,11,11,-150,53,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",2,1,"03/12/2013 19:46","Hot1",10,250,3,3,7,7,-190,23,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",3,1,"03/12/2013 19:47","Hot1",30,750,1,7,31,0,930,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5,"Health Adolescents","Female","H1-H2-C",4,1,"03/12/2013 19:48","Hot1",10,750,3,1,14,14,-620,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",5,1,"03/12/2013 19:48","Hot1",30,250,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",6,1,"03/12/2013 19:49","Hot1",10,750,1,4,6,6,-700,20,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",7,1,"03/12/2013 19:49","Hot1",30,250,1,8,19,19,290,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",8,1,"03/12/2013 19:50","Hot1",30,750,3,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",9,2,"03/12/2013 19:50","Hot1",30,750,1,7,7,7,-570,19,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",10,2,"03/12/2013 19:52","Hot1",10,250,1,6,20,20,-60,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",11,2,"03/12/2013 19:52","Hot1",10,250,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",12,2,"03/12/2013 19:52","Hot1",10,750,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",13,2,"03/12/2013 19:53","Hot1",30,250,1,8,21,21,350,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",14,2,"03/12/2013 19:54","Hot1",10,750,1,4,20,20,-560,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",15,2,"03/12/2013 19:54","Hot1",30,250,3,5,5,5,-130,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",16,2,"03/12/2013 19:55","Hot1",30,750,3,2,5,5,-630,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",17,3,"03/12/2013 19:55","Hot1",10,250,1,6,6,6,-200,15,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",18,3,"03/12/2013 19:55","Hot1",30,750,3,2,6,6,-600,14,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",19,3,"03/12/2013 19:56","Hot1",30,250,1,8,17,17,230,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",20,3,"03/12/2013 19:56","Hot1",30,750,1,7,24,24,-60,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",21,3,"03/12/2013 19:56","Hot1",10,750,1,4,4,4,-720,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",22,3,"03/12/2013 19:57","Hot1",30,250,3,5,1,1,-250,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",23,3,"03/12/2013 19:57","Hot1",10,750,3,1,1,1,-750,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Health Adolescents","Female","H1-H2-C",24,3,"03/12/2013 19:57","Hot1",10,250,3,3,2,2,-240,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",1,1,"10/12/2013 19:44","Hot1",10,250,1,6,14,14,-120,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",2,1,"10/12/2013 19:44","Hot1",10,750,3,1,6,6,-700,13,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",3,1,"10/12/2013 19:45","Hot1",10,750,1,4,28,28,-480,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",4,1,"10/12/2013 19:45","Hot1",10,250,3,3,5,5,-210,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",5,1,"10/12/2013 19:46","Hot1",30,750,3,2,24,24,-60,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",6,1,"10/12/2013 19:46","Hot1",30,250,3,5,17,17,230,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",7,1,"10/12/2013 19:46","Hot1",30,750,1,7,28,28,60,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",8,1,"10/12/2013 19:47","Hot1",30,250,1,8,28,28,560,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",9,2,"10/12/2013 19:47","Hot1",30,250,3,5,7,7,-70,14,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",10,2,"10/12/2013 19:47","Hot1",10,250,3,3,4,0,40,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",11,2,"10/12/2013 19:48","Hot1",10,250,1,6,14,14,-120,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",12,2,"10/12/2013 19:48","Hot1",10,750,1,4,1,1,-750,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",13,2,"10/12/2013 19:48","Hot1",10,750,3,1,9,9,-670,13,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",14,2,"10/12/2013 19:48","Hot1",30,750,3,2,7,7,-570,12,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",15,2,"10/12/2013 19:49","Hot1",30,750,1,7,11,11,-450,15,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",16,2,"10/12/2013 19:49","Hot1",30,250,1,8,31,31,650,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
6,"Health Adolescents","Female","C-H1-H2",17,3,"10/12/2013 19:49","Hot1",10,250,1,6,11,11,-150,17,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",18,3,"10/12/2013 19:50","Hot1",30,750,3,2,11,11,-450,15,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",19,3,"10/12/2013 19:50","Hot1",30,250,1,8,10,10,20,15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",20,3,"10/12/2013 19:50","Hot1",10,250,3,3,2,2,-240,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",21,3,"10/12/2013 19:50","Hot1",10,750,1,4,12,12,-640,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",22,3,"10/12/2013 19:51","Hot1",30,250,3,5,6,6,-100,11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",23,3,"10/12/2013 19:51","Hot1",10,750,3,1,3,3,-730,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Health Adolescents","Female","C-H1-H2",24,3,"10/12/2013 19:51","Hot1",30,750,1,7,25,25,-30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",1,1,"15/01/2014 09:29","Hot1",10,750,1,4,12,0,120,64,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",2,1,"15/01/2014 09:29","Hot1",30,750,3,2,2,2,-720,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",3,1,"15/01/2014 09:31","Hot1",10,750,3,1,19,19,-570,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",4,1,"15/01/2014 09:31","Hot1",30,250,1,8,9,9,-10,37,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",5,1,"15/01/2014 09:32","Hot1",10,250,3,3,5,5,-210,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",6,1,"15/01/2014 09:32","Hot1",10,250,1,6,15,15,-110,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",7,1,"15/01/2014 09:33","Hot1",30,750,1,7,7,7,-570,25,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",8,1,"15/01/2014 09:33","Hot1",30,250,3,5,1,1,-250,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",9,2,"15/01/2014 09:33","Hot1",30,250,3,5,4,4,-160,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",10,2,"15/01/2014 09:34","Hot1",30,750,1,7,18,18,-240,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",11,2,"15/01/2014 09:34","Hot1",30,750,3,2,5,5,-630,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",12,2,"15/01/2014 09:35","Hot1",10,750,1,4,10,10,-660,42,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Crack Users","Female","H1-H2-C",13,2,"15/01/2014 09:35","Hot1",10,250,3,3,1,1,-250,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
